,brand,1.0,2.0,3.0,4.0,5.0,sentiment_pos,sentiment_neg,sentiment_neu,ratings,loyal,disloyal,neutral,highest_income,lowest_income,race_demo
2486,capri,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
2487,caproni,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2488,capstan,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.8,33.331,33.338,33.33,,,83.21
2489,captain morgan,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
2490,car audio,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2491,caramac,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.6,33.331,33.338,33.33,,,83.21
2492,caramel apple,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2493,caramels,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2494,caran d'ache,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
2495,carbon,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.8,33.331,33.338,33.33,,,83.21
2496,carbonless,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.0,33.331,33.338,33.33,,,83.21
2497,carboy,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
2498,cardboard,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2499,carling,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2500,carlos v,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2501,carlton,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
2502,carnation,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
2503,caro,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.9,33.331,33.338,33.33,,,83.21
2504,caron,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.7,33.331,33.338,33.33,,,83.21
2505,carpatina,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2506,carrot,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2507,cars,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2508,cars 2,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.9,33.331,33.338,33.33,,,83.21
2509,carter,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
2510,carter's,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
2511,cartier,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
2512,carton,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
2513,cartridge,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.9,33.331,33.338,33.33,,,83.21
2514,carvel,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2515,cascade,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2516,case,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.9,33.331,33.338,33.33,,,83.21
2517,casino,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.1,33.331,33.338,33.33,,,83.21
2518,casinos,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2519,casio,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2520,cassava,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2521,cassia,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2522,cassinelli,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
2523,cassis,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.8,33.331,33.338,33.33,,,83.21
2524,castor & pollux,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2525,casual,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2526,category,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.8,33.331,33.338,33.33,,,83.21
2527,cateye,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
2528,cavalier,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2529,caviar,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
2530,ccm,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
2531,celeste,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
2532,cella's,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.7,33.331,33.338,33.33,,,83.21
2533,cellophane,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
2534,celsius,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2535,cemex,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.8,33.331,33.338,33.33,,,83.21
2536,centara,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
2537,centenario,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.0,33.331,33.338,33.33,,,83.21
2538,centurion,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2539,cereals,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
2540,cerruti,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
2541,certified,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2542,cetaphil,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
2543,chacha,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2544,chaika,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2545,chains,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2546,challen,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.5,33.331,33.338,33.33,,,83.21
2547,challenge,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.0,33.331,33.338,33.33,,,83.21
2548,challenger,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.0,33.331,33.338,33.33,,,83.21
2549,champ,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2550,champion,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
2551,champs,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2552,chandelle,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.9,33.331,33.338,33.33,,,83.21
2553,charge,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.8,33.331,33.338,33.33,,,83.21
2554,charleston chew,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.0,33.331,33.338,33.33,,,83.21
2555,charmin,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2556,charms blow pops,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2557,charter,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
2558,chase,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
2559,chateau ste. michelle,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
2560,checkers,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2561,cheer,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
2562,cheerios,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2563,cheers,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
2564,cheerwine,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2565,cheese,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.2,33.331,33.338,33.33,,,83.21
2566,cheez-it,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2567,cheezies,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.7,33.331,33.338,33.33,,,83.21
2568,chef boyardee,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.9,33.331,33.338,33.33,,,83.21
2569,chef.,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2570,chek,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
2571,chemical,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.5,33.331,33.338,33.33,,,83.21
2572,chemicals,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2573,chemistry set,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
2574,cheong,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2575,cherny,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
2576,cherry,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
2577,cherubim,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
2578,chesterfield,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
2579,chevron,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
2580,chewing gum,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.1,33.331,33.338,33.33,,,83.21
2581,chewits,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.8,33.331,33.338,33.33,,,83.21
2582,chex,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2583,chex mix,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2584,chi,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
2585,chicha,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
2586,chicken,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2587,children,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
2588,chile,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.8,33.331,33.338,33.33,,,83.21
2589,chili sauce,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2590,china,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2591,chinese,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2592,chinon,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.8,33.331,33.338,33.33,,,83.21
2593,chipotle,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
2594,chita,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2595,chivas regal,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2596,chivers,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
2597,chocolate,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2598,chocolate bar,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2599,chocolate bars,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.7,33.331,33.338,33.33,,,83.21
2600,chocolate brownie,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
2601,chocolate cake,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
2602,chocolate chip,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
2603,chocolate coins,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.8,33.331,33.338,33.33,,,83.21
2604,chocolate cream,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2605,chocolaterie,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2606,chocolatier,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2607,chocolatiers,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.7,33.331,33.338,33.33,,,83.21
2608,chomp,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
2609,chopin,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
2610,christensen,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
2611,christman,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2612,christmas,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.9,33.331,33.338,33.33,,,83.21
2613,chub,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.9,33.331,33.338,33.33,,,83.21
2614,chuckles,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.8,33.331,33.338,33.33,,,83.21
2615,chunky,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.9,33.331,33.338,33.33,,,83.21
2616,chupa chups,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2617,chutes and ladders,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2618,ciel,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2619,ciel+,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2620,cif,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.0,33.331,33.338,33.33,,,83.21
2621,cinco,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2622,cinelli,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2623,cini,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2624,cinnabon,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2625,cinnamon,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2626,circle,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.9,33.331,33.338,33.33,,,83.21
2627,circuit,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2628,cirrus,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
2629,cisco systems,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.8,33.331,33.338,33.33,,,83.21
2630,citgo,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.8,33.331,33.338,33.33,,,83.21
2631,citra,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.6,33.331,33.338,33.33,,,83.21
2632,ck,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
2633,clam,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2634,clamshell,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.2,33.331,33.338,33.33,,,83.21
2635,clarion,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
2636,classic,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
2637,clausen,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
2638,claussen,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
2639,clayton,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2640,clear,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
2641,clear american,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2642,clement,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2643,clementi,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
2644,clemon,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
2645,clif bar,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2646,cline,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
2647,clipper,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2648,clique,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.0,33.331,33.338,33.33,,,83.21
2649,closure,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2650,cloud 9,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
2651,club,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
2652,clue,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.9,33.331,33.338,33.33,,,83.21
2653,cnh industrial,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2654,coast,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.8,33.331,33.338,33.33,,,83.21
2655,coastal,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2656,coated,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2657,coating,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
2658,cob,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
2659,cobblestone,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
2660,cobra,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.9,33.331,33.338,33.33,,,83.21
2661,coca-cola,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
2662,coco,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2663,coconut,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
2664,cod,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2665,code red,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.9,33.331,33.338,33.33,,,83.21
2666,coffee,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
2667,coffee crisp,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2668,coffee-mate,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2669,cohiba,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
2670,coin,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2671,coker,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.8,33.331,33.338,33.33,,,83.21
2672,cola,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2673,colby,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
2674,coleco,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2675,coleman,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
2676,collar stay,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2677,collection o,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.8,33.331,33.338,33.33,,,83.21
2678,collezione,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
2679,colman's,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.8,33.331,33.338,33.33,,,83.21
2680,colombia,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2681,colombian,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
2682,colombiana,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.8,33.331,33.338,33.33,,,83.21
2683,colonial,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
2684,colt,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2685,columbia,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2686,columbia house,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.9,33.331,33.338,33.33,,,83.21
2687,columbia pictures,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2688,combos,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2689,comet,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.9,33.331,33.338,33.33,,,83.21
2690,comfort,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
2691,comics,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
2692,commons,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
2693,como,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
2694,compaq,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
2695,compass,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
2696,compleat,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.7,33.331,33.338,33.33,,,83.21
2697,complete,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
2698,compound,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.8,33.331,33.338,33.33,,,83.21
2699,computer,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
2700,computer network accessories,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,2.5,33.331,33.338,33.33,,,83.21
2701,computer systems,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
2702,concannon,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
2703,concentrate,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
2704,concentration,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.6,33.331,33.338,33.33,,,83.21
2705,concord,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
2706,concordia,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
2707,condiments,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
2708,cone,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
2709,conimex,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
2710,conn,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
2711,connemara,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
2712,conoco,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
