,brand,age,sentiment_pos,sentiment_neg,sentiment_neu
429,Magnum,10 to 14 years,33.0132,33.6886,33.2982
432,Magnum,25 to 34 years,33.1535,33.5614,33.2851
571,Malt-O-Meal,Under 5 years,33.2149,33.0789,33.7061
569,Malt-O-Meal,75 to 84 years,32.9781,33.6667,33.3553
568,Malt-O-Meal,65 to 74 years,33.1886,33.8728,32.9386
567,Malt-O-Meal,60 to 64 years,33.4211,33.057,33.5219
566,Malt-O-Meal,55 to 59 years,33.4912,33.3289,33.1798
565,Malt-O-Meal,5 to 9 years,33.2412,33.1754,33.5833
564,Malt-O-Meal,45 to 54 years,33.7851,33.25,32.9649
563,Malt-O-Meal,35 to 44 years,33.5,33.3026,33.1974
562,Malt-O-Meal,25 to 34 years,32.8596,33.2763,33.864
561,Malt-O-Meal,20 to 24 years,32.943,32.9781,34.0789
560,Malt-O-Meal,15 to 19 years,33.6754,33.2939,33.0307
559,Malt-O-Meal,10 to 14 years,33.3947,33.0746,33.5307
570,Malt-O-Meal,85 years and over,33.2325,32.9518,33.8158
3677,Mama Marys,85 years and over,32.9693,33.2368,33.7939
3676,Mama Marys,75 to 84 years,33.4737,33.0439,33.4825
3674,Mama Marys,60 to 64 years,33.1842,33.7851,33.0307
3678,Mama Marys,Under 5 years,33.5351,33.5833,32.8816
3672,Mama Marys,5 to 9 years,33.1974,33.0219,33.7807
3673,Mama Marys,55 to 59 years,33.0044,33.2368,33.7588
3666,Mama Marys,10 to 14 years,33.2368,33.6009,33.1623
3667,Mama Marys,15 to 19 years,32.9781,33.2675,33.7544
3675,Mama Marys,65 to 74 years,33.2018,33.4211,33.3772
3669,Mama Marys,25 to 34 years,33.2763,33.1623,33.5614
3670,Mama Marys,35 to 44 years,33.2807,32.7719,33.9474
3671,Mama Marys,45 to 54 years,33.2412,33.6184,33.1404
3668,Mama Marys,20 to 24 years,33.3947,33.3904,33.2149
5681,Margaritaville,10 to 14 years,33.5526,32.8728,33.5746
5682,Margaritaville,15 to 19 years,33.4737,33.5175,33.0088
5684,Margaritaville,25 to 34 years,33.2807,33.1711,33.5482
5685,Margaritaville,35 to 44 years,33.1491,33.5877,33.2632
5686,Margaritaville,45 to 54 years,33.4254,33.5132,33.0614
5687,Margaritaville,5 to 9 years,33.4254,33.1711,33.4035
5688,Margaritaville,55 to 59 years,33.3465,33.3509,33.3026
5689,Margaritaville,60 to 64 years,33.1711,33.6053,33.2237
5691,Margaritaville,75 to 84 years,33.3421,33.3158,33.3421
5692,Margaritaville,85 years and over,33.0921,33.6886,33.2193
5683,Margaritaville,20 to 24 years,33.3465,33.5614,33.0921
5690,Margaritaville,65 to 74 years,33.3991,33.1798,33.4211
5693,Margaritaville,Under 5 years,33.0921,34.0395,32.8684
5189,Martha White,20 to 24 years,33.1053,33.3202,33.5746
5188,Martha White,15 to 19 years,32.8421,33.4781,33.6798
5187,Martha White,10 to 14 years,33.0482,33.4079,33.5439
5191,Martha White,35 to 44 years,33.0219,33.3246,33.6535
5192,Martha White,45 to 54 years,32.9649,33.3246,33.7105
5197,Martha White,75 to 84 years,33.2061,33.5789,33.2149
5190,Martha White,25 to 34 years,33.5658,32.9518,33.4825
5196,Martha White,65 to 74 years,33.7895,33.2632,32.9474
5199,Martha White,Under 5 years,32.8816,33.2719,33.8465
5198,Martha White,85 years and over,34.0921,33.2368,32.6711
5193,Martha White,5 to 9 years,33.1535,33.8553,32.9912
5194,Martha White,55 to 59 years,33.4079,33.2588,33.3333
5195,Martha White,60 to 64 years,33.8596,33.6447,32.4956
3912,Maruchan Noodles,Under 5 years,34.1096,33.0395,32.8509
3911,Maruchan Noodles,85 years and over,33.1009,33.8553,33.0439
3900,Maruchan Noodles,10 to 14 years,33.5658,33.5132,32.9211
3904,Maruchan Noodles,35 to 44 years,33.6009,33.4167,32.9825
3902,Maruchan Noodles,20 to 24 years,33.5395,33.364,33.0965
3903,Maruchan Noodles,25 to 34 years,33.7018,33.6053,32.693
3905,Maruchan Noodles,45 to 54 years,33.2193,33.4211,33.3596
3906,Maruchan Noodles,5 to 9 years,33.636,33.0132,33.3509
3907,Maruchan Noodles,55 to 59 years,33.6316,33.0746,33.2939
3908,Maruchan Noodles,60 to 64 years,33.136,33.2632,33.6009
3901,Maruchan Noodles,15 to 19 years,33.2281,33.5044,33.2675
3910,Maruchan Noodles,75 to 84 years,33.6842,32.8991,33.4167
3909,Maruchan Noodles,65 to 74 years,34.0044,33.3114,32.6842
504,Maybelline,75 to 84 years,33.3421,33.443,33.2149
503,Maybelline,65 to 74 years,33.5526,33.2061,33.2412
502,Maybelline,60 to 64 years,33.2412,33.057,33.7018
501,Maybelline,55 to 59 years,33.3816,33.6711,32.9474
500,Maybelline,5 to 9 years,33.9254,33.0439,33.0307
498,Maybelline,35 to 44 years,33.2675,33.3377,33.3947
499,Maybelline,45 to 54 years,32.807,33.307,33.886
506,Maybelline,Under 5 years,33.6272,33.3289,33.0439
505,Maybelline,85 years and over,33.0746,33.7588,33.1667
497,Maybelline,25 to 34 years,32.6754,33.8333,33.4912
496,Maybelline,20 to 24 years,33.943,33.6053,32.4518
495,Maybelline,15 to 19 years,33.2982,33.25,33.4518
494,Maybelline,10 to 14 years,33.3377,33.614,33.0482
1031,McCormick,35 to 44 years,33.4693,33.4298,33.1009
1039,McCormick,Under 5 years,33.114,33.8816,33.0044
1038,McCormick,85 years and over,33.0702,33.7719,33.1579
1037,McCormick,75 to 84 years,33.3684,33.2763,33.3553
1036,McCormick,65 to 74 years,33.2412,33.5175,33.2412
1030,McCormick,25 to 34 years,33.7807,32.8596,33.3596
1029,McCormick,20 to 24 years,33.1711,33.1842,33.6447
1028,McCormick,15 to 19 years,33.5175,33.2895,33.193
1035,McCormick,60 to 64 years,33.0877,33.193,33.7193
1034,McCormick,55 to 59 years,32.9737,33.2281,33.7982
1033,McCormick,5 to 9 years,33.4781,33.6623,32.8596
1032,McCormick,45 to 54 years,32.7281,33.3377,33.9342
1027,McCormick,10 to 14 years,33.5526,33.4737,32.9737
4303,Mead,10 to 14 years,33.1228,33.4298,33.4474
4315,Mead,Under 5 years,33.1491,33.7149,33.136
4314,Mead,85 years and over,33.2325,33.4298,33.3377
4313,Mead,75 to 84 years,33.6272,33.4079,32.9649
4312,Mead,65 to 74 years,33.3947,33.2456,33.3596
4311,Mead,60 to 64 years,33.3947,33.4079,33.1974
4308,Mead,45 to 54 years,33.0132,33.3596,33.6272
4309,Mead,5 to 9 years,33.4649,33.0132,33.5219
4307,Mead,35 to 44 years,32.8553,34.1272,33.0175
4306,Mead,25 to 34 years,33.4211,32.7237,33.8553
4304,Mead,15 to 19 years,33.2237,33.6623,33.114
4310,Mead,55 to 59 years,33.3289,33.3158,33.3553
4305,Mead,20 to 24 years,32.7061,33.6228,33.6711
635,Mentos,85 years and over,33.3816,33.2456,33.3728
636,Mentos,Under 5 years,32.9474,33.7456,33.307
633,Mentos,65 to 74 years,33.7719,33.0965,33.1316
624,Mentos,10 to 14 years,33.2544,33.6535,33.0921
632,Mentos,60 to 64 years,33.4342,33.693,32.8728
631,Mentos,55 to 59 years,33.3465,33.5132,33.1404
630,Mentos,5 to 9 years,33.3553,33.8509,32.7939
629,Mentos,45 to 54 years,33.9211,32.7851,33.2939
628,Mentos,35 to 44 years,32.9211,33.2675,33.8114
627,Mentos,25 to 34 years,33.2018,33.4737,33.3246
626,Mentos,20 to 24 years,32.9693,33.8114,33.2193
625,Mentos,15 to 19 years,33.5263,32.7325,33.7412
634,Mentos,75 to 84 years,33.3509,33.5175,33.1316
5966,Meow Mix,Under 5 years,33.2895,33.3596,33.3509
5955,Meow Mix,15 to 19 years,32.943,33.7237,33.3333
5956,Meow Mix,20 to 24 years,33.2325,33.0833,33.6842
5957,Meow Mix,25 to 34 years,33.386,33.3596,33.2544
5958,Meow Mix,35 to 44 years,33.4868,33.0614,33.4518
5959,Meow Mix,45 to 54 years,32.7193,34.25,33.0307
5960,Meow Mix,5 to 9 years,33.2895,33.25,33.4605
5961,Meow Mix,55 to 59 years,33.5,33.5088,32.9912
5962,Meow Mix,60 to 64 years,34.0044,32.8947,33.1009
5963,Meow Mix,65 to 74 years,32.8465,33.5307,33.6228
5964,Meow Mix,75 to 84 years,33.6623,33.1272,33.2105
5965,Meow Mix,85 years and over,33.7807,32.8553,33.364
5954,Meow Mix,10 to 14 years,33.1667,33.4167,33.4167
5977,Milk-Bone,75 to 84 years,33.364,33.1491,33.4868
5978,Milk-Bone,85 years and over,33.807,33.2719,32.9211
5974,Milk-Bone,55 to 59 years,33.2281,33.4342,33.3377
5979,Milk-Bone,Under 5 years,33.2675,33.0132,33.7193
5967,Milk-Bone,10 to 14 years,33.3465,33.7588,32.8947
5968,Milk-Bone,15 to 19 years,33.5,33.4825,33.0175
5969,Milk-Bone,20 to 24 years,33.6711,33.443,32.886
5970,Milk-Bone,25 to 34 years,33.1623,33.4035,33.4342
5971,Milk-Bone,35 to 44 years,33.6096,34.0877,32.3026
5976,Milk-Bone,65 to 74 years,33.9079,33.3553,32.7368
5975,Milk-Bone,60 to 64 years,33.7456,32.9912,33.2632
5972,Milk-Bone,45 to 54 years,33.3991,33.057,33.5439
5973,Milk-Bone,5 to 9 years,33.7851,33.2018,33.0132
4784,Milky Way,10 to 14 years,33.2325,33.8421,32.9254
4785,Milky Way,15 to 19 years,33.7368,33.2061,33.057
4788,Milky Way,35 to 44 years,33.3246,33.1491,33.5263
4796,Milky Way,Under 5 years,33.0526,33.9035,33.0439
4795,Milky Way,85 years and over,33.5044,33.6974,32.7982
4794,Milky Way,75 to 84 years,33.3904,33.1798,33.4298
4793,Milky Way,65 to 74 years,33.7237,33.2368,33.0395
4792,Milky Way,60 to 64 years,33.5439,32.9868,33.4693
4791,Milky Way,55 to 59 years,33.4781,33.8158,32.7061
4790,Milky Way,5 to 9 years,33.5088,33.8596,32.6316
4789,Milky Way,45 to 54 years,33.5,32.9737,33.5263
4787,Milky Way,25 to 34 years,33.4561,32.9123,33.6316
4786,Milky Way,20 to 24 years,33.3772,33.5219,33.1009
5861,Milos Kitchen,85 years and over,32.943,33.4518,33.6053
5862,Milos Kitchen,Under 5 years,33.4211,32.9781,33.6009
5851,Milos Kitchen,15 to 19 years,33.3202,32.9825,33.6974
5860,Milos Kitchen,75 to 84 years,33.4035,33.0044,33.5921
5859,Milos Kitchen,65 to 74 years,33.1842,33.7675,33.0482
5858,Milos Kitchen,60 to 64 years,33.4868,32.9123,33.6009
5857,Milos Kitchen,55 to 59 years,33.6667,32.8904,33.443
5856,Milos Kitchen,5 to 9 years,33.2237,33.2281,33.5482
5855,Milos Kitchen,45 to 54 years,33.4079,32.6447,33.9474
5854,Milos Kitchen,35 to 44 years,33.3596,33.1711,33.4693
5852,Milos Kitchen,20 to 24 years,33.0526,33.4518,33.4956
5853,Milos Kitchen,25 to 34 years,33.4254,33.3904,33.1842
5850,Milos Kitchen,10 to 14 years,33.5921,33.0789,33.3289
843,Minute Maid,85 years and over,33.3246,32.9254,33.75
844,Minute Maid,Under 5 years,33.2632,33.0175,33.7193
841,Minute Maid,65 to 74 years,33.1842,33.25,33.5658
839,Minute Maid,55 to 59 years,33.1623,33.5965,33.2412
842,Minute Maid,75 to 84 years,32.6667,33.4825,33.8509
837,Minute Maid,45 to 54 years,33.3596,34.0395,32.6009
838,Minute Maid,5 to 9 years,32.9079,33.75,33.3421
833,Minute Maid,15 to 19 years,33.6842,32.8289,33.4868
834,Minute Maid,20 to 24 years,33.1754,33.5395,33.2851
832,Minute Maid,10 to 14 years,33.6184,33.3553,33.0263
835,Minute Maid,25 to 34 years,33.8158,33.1667,33.0175
836,Minute Maid,35 to 44 years,33.3158,33.364,33.3202
840,Minute Maid,60 to 64 years,33.5658,33.3289,33.1053
5276,Mio,85 years and over,32.8509,33.1447,34.0044
5275,Mio,75 to 84 years,33.4868,33.1798,33.3333
5274,Mio,65 to 74 years,33.8026,33.2193,32.9781
5269,Mio,35 to 44 years,33.1228,33.193,33.6842
5271,Mio,5 to 9 years,32.9649,33.807,33.2281
5270,Mio,45 to 54 years,33.0614,33.4868,33.4518
5265,Mio,10 to 14 years,33.2061,33.5175,33.2763
5266,Mio,15 to 19 years,33.1491,33.4386,33.4123
5267,Mio,20 to 24 years,32.9956,33.4474,33.557
5268,Mio,25 to 34 years,32.8509,33.6096,33.5395
5272,Mio,55 to 59 years,33.557,33.5263,32.9167
5273,Mio,60 to 64 years,33.5351,32.7456,33.7193
5277,Mio,Under 5 years,33.6096,33.2632,33.1272
6137,Mission Foods,15 to 19 years,33.5044,33.2719,33.2237
6138,Mission Foods,20 to 24 years,33.4956,32.7807,33.7237
6136,Mission Foods,10 to 14 years,33.5965,33.1974,33.2061
6139,Mission Foods,25 to 34 years,33.386,33.4781,33.136
6141,Mission Foods,45 to 54 years,33.1272,33.3026,33.5702
6148,Mission Foods,Under 5 years,34.2763,33.1491,32.5746
6142,Mission Foods,5 to 9 years,33.3553,33.6404,33.0044
6143,Mission Foods,55 to 59 years,33.2456,33.364,33.3904
6144,Mission Foods,60 to 64 years,33.0833,33.1447,33.7719
6145,Mission Foods,65 to 74 years,33.6535,32.7368,33.6096
6146,Mission Foods,75 to 84 years,33.5921,33.3947,33.0132
6147,Mission Foods,85 years and over,33.2281,32.8816,33.8904
6140,Mission Foods,35 to 44 years,33.6053,33.25,33.1447
5408,Mistic,10 to 14 years,33.0219,33.7851,33.193
5417,Mistic,65 to 74 years,33.5833,33.6009,32.8158
5416,Mistic,60 to 64 years,32.9737,33.8509,33.1754
5409,Mistic,15 to 19 years,33.8026,32.8289,33.3684
5415,Mistic,55 to 59 years,33.3684,33.5526,33.0789
5414,Mistic,5 to 9 years,33.4123,33.0132,33.5746
5410,Mistic,20 to 24 years,33.5263,32.6447,33.8289
5412,Mistic,35 to 44 years,33.0833,33.3728,33.5439
5411,Mistic,25 to 34 years,33.6798,33.2149,33.1053
5418,Mistic,75 to 84 years,33.5614,33.1667,33.2719
5419,Mistic,85 years and over,33.386,33.3816,33.2325
5420,Mistic,Under 5 years,32.9781,33.7588,33.2632
5413,Mistic,45 to 54 years,33.7237,32.9518,33.3246
1302,Monster,20 to 24 years,33.2325,33.5219,33.2456
1305,Monster,45 to 54 years,32.9474,33.4781,33.5746
1304,Monster,35 to 44 years,33.4474,33.4693,33.0833
1301,Monster,15 to 19 years,33.3991,33.1623,33.4386
1300,Monster,10 to 14 years,33.6754,33.3509,32.9737
1306,Monster,5 to 9 years,33.6579,32.7807,33.5614
1307,Monster,55 to 59 years,33.6842,32.6711,33.6447
1308,Monster,60 to 64 years,33.5789,33.5746,32.8465
1309,Monster,65 to 74 years,33.7325,33.1623,33.1053
1310,Monster,75 to 84 years,33.4825,33.2412,33.2763
1311,Monster,85 years and over,33.3553,33.25,33.3947
1303,Monster,25 to 34 years,33.4254,33.2675,33.307
1312,Monster,Under 5 years,32.8246,33.5789,33.5965
4998,Monsters (Cereal),5 to 9 years,32.864,33.9737,33.1623
4996,Monsters (Cereal),35 to 44 years,33.2719,33.057,33.6711
4995,Monsters (Cereal),25 to 34 years,33.8728,33.2763,32.8509
4997,Monsters (Cereal),45 to 54 years,32.8596,33.4956,33.6447
4999,Monsters (Cereal),55 to 59 years,33.557,33.2763,33.1667
5004,Monsters (Cereal),Under 5 years,33.2851,33.5482,33.1667
5001,Monsters (Cereal),65 to 74 years,32.6184,33.7719,33.6096
5002,Monsters (Cereal),75 to 84 years,33.2105,33.4342,33.3553
5003,Monsters (Cereal),85 years and over,32.8816,33.5614,33.557
4994,Monsters (Cereal),20 to 24 years,33.557,32.8596,33.5833
5000,Monsters (Cereal),60 to 64 years,33.1886,33.3421,33.4693
4993,Monsters (Cereal),15 to 19 years,33.4518,33.6009,32.9474
4992,Monsters (Cereal),10 to 14 years,33.193,33.5921,33.2149
2251,Morton,20 to 24 years,33.4518,33.1667,33.3816
2250,Morton,15 to 19 years,33.6579,33.3465,32.9956
2249,Morton,10 to 14 years,33.6053,32.9956,33.3991
2261,Morton,Under 5 years,33.943,32.9474,33.1096
2260,Morton,85 years and over,33.3991,33.2763,33.3246
2259,Morton,75 to 84 years,33.5044,33.2544,33.2412
2258,Morton,65 to 74 years,33.4868,33.557,32.9561
2252,Morton,25 to 34 years,33.636,33.3509,33.0132
2253,Morton,35 to 44 years,33.3509,33.2807,33.3684
2254,Morton,45 to 54 years,33.2061,32.9254,33.8684
2257,Morton,60 to 64 years,33.1272,33.7149,33.1579
2255,Morton,5 to 9 years,33.1184,33.7939,33.0877
2256,Morton,55 to 59 years,32.864,33.1404,33.9956
1989,Motts,10 to 14 years,33.1667,33.4518,33.3816
1999,Motts,75 to 84 years,32.7544,33.5263,33.7193
1990,Motts,15 to 19 years,33.3377,33.0658,33.5965
1998,Motts,65 to 74 years,33.8772,33.1404,32.9825
1997,Motts,60 to 64 years,33.2895,33.4167,33.2939
1996,Motts,55 to 59 years,33.6535,33.0395,33.307
1995,Motts,5 to 9 years,33.3158,32.7588,33.9254
1994,Motts,45 to 54 years,33.2763,33.5307,33.193
1993,Motts,35 to 44 years,33.2412,32.8509,33.9079
1992,Motts,25 to 34 years,32.7456,33.6754,33.5789
1991,Motts,20 to 24 years,33.1184,33.4518,33.4298
2000,Motts,85 years and over,33.3202,33.5175,33.1623
2001,Motts,Under 5 years,33.0921,33.7763,33.1316
3302,Mountain Dew,10 to 14 years,32.886,33.5614,33.5526
3312,Mountain Dew,75 to 84 years,33.0877,33.2982,33.614
3313,Mountain Dew,85 years and over,33.7719,33.2719,32.9561
3303,Mountain Dew,15 to 19 years,33.1754,33.8509,32.9737
3308,Mountain Dew,5 to 9 years,33.7193,33.1272,33.1535
3309,Mountain Dew,55 to 59 years,33.3114,33.5088,33.1798
3304,Mountain Dew,20 to 24 years,33.2281,33.4781,33.2939
3305,Mountain Dew,25 to 34 years,33.1754,33.4781,33.3465
3307,Mountain Dew,45 to 54 years,32.6798,33.3772,33.943
3314,Mountain Dew,Under 5 years,33.0219,33.9079,33.0702
3311,Mountain Dew,65 to 74 years,33.9254,33.0307,33.0439
3310,Mountain Dew,60 to 64 years,33.3377,32.8947,33.7675
3306,Mountain Dew,35 to 44 years,32.6798,34.114,33.2061
4934,Mountain High,55 to 59 years,32.9868,33.8377,33.1754
4935,Mountain High,60 to 64 years,32.7237,33.9605,33.3158
4936,Mountain High,65 to 74 years,33.2939,33.136,33.5702
4937,Mountain High,75 to 84 years,33.3816,32.9868,33.6316
4938,Mountain High,85 years and over,33.4868,33.2763,33.2368
4933,Mountain High,5 to 9 years,33.3596,33.2763,33.364
4939,Mountain High,Under 5 years,33.2149,33.5307,33.2544
4931,Mountain High,35 to 44 years,33.8509,33.0044,33.1447
4927,Mountain High,10 to 14 years,33.5395,33.5439,32.9167
4928,Mountain High,15 to 19 years,32.9254,33.1447,33.9298
4930,Mountain High,25 to 34 years,33.7544,32.9693,33.2763
4929,Mountain High,20 to 24 years,32.886,33.7368,33.3772
4932,Mountain High,45 to 54 years,32.6491,33.5132,33.8377
5675,Mr. & Mrs. T,55 to 59 years,33.0088,33.6842,33.307
5676,Mr. & Mrs. T,60 to 64 years,33.364,33.3509,33.2851
5677,Mr. & Mrs. T,65 to 74 years,33.3728,33.0833,33.5439
5678,Mr. & Mrs. T,75 to 84 years,33.3553,33.1447,33.5
5680,Mr. & Mrs. T,Under 5 years,32.864,33.6711,33.4649
5673,Mr. & Mrs. T,45 to 54 years,33.6404,33.8377,32.5219
5674,Mr. & Mrs. T,5 to 9 years,33.3553,33.4386,33.2061
5672,Mr. & Mrs. T,35 to 44 years,33.2237,33.0439,33.7325
5671,Mr. & Mrs. T,25 to 34 years,33.5,33.1316,33.3684
5679,Mr. & Mrs. T,85 years and over,33.5351,33.2193,33.2456
5669,Mr. & Mrs. T,15 to 19 years,33.3158,33.0833,33.6009
5668,Mr. & Mrs. T,10 to 14 years,33.5614,33.3026,33.136
5670,Mr. & Mrs. T,20 to 24 years,33.1272,33.3289,33.5439
2667,Mr. Clean,20 to 24 years,33.2588,33.1009,33.6404
2669,Mr. Clean,35 to 44 years,33.0877,33.2763,33.636
2670,Mr. Clean,45 to 54 years,33.5439,33.2632,33.193
2671,Mr. Clean,5 to 9 years,33.6886,33.4211,32.8904
2672,Mr. Clean,55 to 59 years,33.614,33.6711,32.7149
2673,Mr. Clean,60 to 64 years,33.0877,33.5263,33.386
2665,Mr. Clean,10 to 14 years,33.3947,33.5482,33.057
2674,Mr. Clean,65 to 74 years,33.4474,33.6623,32.8904
2675,Mr. Clean,75 to 84 years,33.6754,33.2456,33.0789
2676,Mr. Clean,85 years and over,33.057,33.5702,33.3728
2677,Mr. Clean,Under 5 years,33.5395,32.9035,33.557
2668,Mr. Clean,25 to 34 years,33.4474,33.3158,33.2368
2666,Mr. Clean,15 to 19 years,33.4912,33.2149,33.2939
3893,Mrs. Dash,5 to 9 years,33.1053,33.3421,33.5526
3897,Mrs. Dash,75 to 84 years,32.4254,33.8333,33.7412
3898,Mrs. Dash,85 years and over,33.114,33.5789,33.307
3889,Mrs. Dash,20 to 24 years,32.8596,33.2456,33.8947
3887,Mrs. Dash,10 to 14 years,33.614,32.8947,33.4912
3892,Mrs. Dash,45 to 54 years,33.2851,33.364,33.3509
3899,Mrs. Dash,Under 5 years,33.1623,33.7807,33.057
3896,Mrs. Dash,65 to 74 years,33.2895,33.2105,33.5
3888,Mrs. Dash,15 to 19 years,33.443,32.7588,33.7982
3894,Mrs. Dash,55 to 59 years,33.0439,33.5965,33.3596
3890,Mrs. Dash,25 to 34 years,33.0395,33.2105,33.75
3891,Mrs. Dash,35 to 44 years,33.7763,32.9342,33.2895
3895,Mrs. Dash,60 to 64 years,33.386,32.6842,33.9298
2704,Mrs. Meyers,10 to 14 years,33.114,32.8377,34.0482
2706,Mrs. Meyers,20 to 24 years,33.5965,33.5395,32.864
2707,Mrs. Meyers,25 to 34 years,33.7368,32.3114,33.9518
2705,Mrs. Meyers,15 to 19 years,33.2544,33.4123,33.3333
2708,Mrs. Meyers,35 to 44 years,32.9079,32.9693,34.1228
2709,Mrs. Meyers,45 to 54 years,33.2632,33.4912,33.2456
2714,Mrs. Meyers,75 to 84 years,33.2763,32.9605,33.7632
2716,Mrs. Meyers,Under 5 years,33.2939,33.5482,33.1579
2713,Mrs. Meyers,65 to 74 years,33.193,33.6974,33.1096
2712,Mrs. Meyers,60 to 64 years,33.5044,33.2939,33.2018
2711,Mrs. Meyers,55 to 59 years,33.4912,33.4298,33.0789
2710,Mrs. Meyers,5 to 9 years,33.5702,33.0439,33.386
2715,Mrs. Meyers,85 years and over,33.1798,33.5702,33.25
2226,Mt. Olive,25 to 34 years,33.0175,32.7061,34.2763
2230,Mt. Olive,55 to 59 years,33.1886,32.9781,33.8333
2231,Mt. Olive,60 to 64 years,34.1667,32.5044,33.3289
2232,Mt. Olive,65 to 74 years,33.5482,33.0044,33.4474
2233,Mt. Olive,75 to 84 years,33.0833,33.4211,33.4956
2234,Mt. Olive,85 years and over,33.7982,33.5965,32.6053
2235,Mt. Olive,Under 5 years,33.3026,33.193,33.5044
2223,Mt. Olive,10 to 14 years,33.9649,32.8377,33.1974
2224,Mt. Olive,15 to 19 years,33.0614,33.2719,33.6667
2225,Mt. Olive,20 to 24 years,32.9912,33.6974,33.3114
2227,Mt. Olive,35 to 44 years,33.4693,33.0044,33.5263
2228,Mt. Olive,45 to 54 years,32.7895,33.443,33.7675
2229,Mt. Olive,5 to 9 years,33.6798,33.0965,33.2237
1974,Mug Root Beer,85 years and over,33.5789,33.2675,33.1535
1975,Mug Root Beer,Under 5 years,32.8684,33.6623,33.4693
1963,Mug Root Beer,10 to 14 years,33.5833,33.2807,33.136
1965,Mug Root Beer,20 to 24 years,32.9342,33.6579,33.4079
1966,Mug Root Beer,25 to 34 years,33.3465,33.4956,33.1579
1967,Mug Root Beer,35 to 44 years,33.5746,33.2456,33.1798
1964,Mug Root Beer,15 to 19 years,33.2632,32.7851,33.9518
1969,Mug Root Beer,5 to 9 years,33.9123,33.0658,33.0219
1973,Mug Root Beer,75 to 84 years,32.8114,33.5614,33.6272
1972,Mug Root Beer,65 to 74 years,32.8553,33.7632,33.3816
1968,Mug Root Beer,45 to 54 years,33.3509,33.3246,33.3246
1970,Mug Root Beer,55 to 59 years,32.9868,33.6053,33.4079
1971,Mug Root Beer,60 to 64 years,33.4386,33.2895,33.2719
4925,Muir Glen,85 years and over,33.807,33.3947,32.7982
4926,Muir Glen,Under 5 years,32.9123,33.5658,33.5219
4924,Muir Glen,75 to 84 years,33.3377,33.2237,33.4386
4923,Muir Glen,65 to 74 years,33.1754,33.3158,33.5088
4922,Muir Glen,60 to 64 years,32.7412,34.0439,33.2149
4920,Muir Glen,5 to 9 years,33.0746,33.6798,33.2456
4919,Muir Glen,45 to 54 years,33.6886,33.0921,33.2193
4918,Muir Glen,35 to 44 years,33.6447,33.0658,33.2895
4917,Muir Glen,25 to 34 years,33.5351,33.3202,33.1447
4916,Muir Glen,20 to 24 years,33.5789,33.1623,33.2588
4915,Muir Glen,15 to 19 years,33.6623,32.6053,33.7325
4914,Muir Glen,10 to 14 years,33.2895,32.8772,33.8333
4921,Muir Glen,55 to 59 years,33.0746,33.3596,33.5658
3524,Murray,15 to 19 years,33.1667,33.6579,33.1754
3526,Murray,25 to 34 years,33.3026,34.0658,32.6316
3523,Murray,10 to 14 years,33.7018,33.3465,32.9518
3535,Murray,Under 5 years,33.1228,33.5,33.3772
3534,Murray,85 years and over,33.1404,33.4956,33.364
3533,Murray,75 to 84 years,33.3421,33.3202,33.3377
3532,Murray,65 to 74 years,33.3509,33.5921,33.057
3531,Murray,60 to 64 years,33.5395,33.2325,33.2281
3530,Murray,55 to 59 years,32.8465,33.4254,33.7281
3529,Murray,5 to 9 years,33.3114,33.1272,33.5614
3528,Murray,45 to 54 years,33.3728,33.2105,33.4167
3525,Murray,20 to 24 years,33.5614,33.5307,32.9079
3527,Murray,35 to 44 years,33.5526,33.5482,32.8991
1791,Nabisco,75 to 84 years,33.1667,33.7895,33.0439
1783,Nabisco,20 to 24 years,32.9518,33.5351,33.5132
1784,Nabisco,25 to 34 years,33.0877,33.2895,33.6228
1785,Nabisco,35 to 44 years,32.8509,33.5482,33.6009
1793,Nabisco,Under 5 years,33.0921,33.2895,33.6184
1786,Nabisco,45 to 54 years,33.0307,33.2149,33.7544
1787,Nabisco,5 to 9 years,33.5833,32.9123,33.5044
1788,Nabisco,55 to 59 years,33.7456,33.2018,33.0526
1789,Nabisco,60 to 64 years,33.0526,33.6096,33.3377
1792,Nabisco,85 years and over,33.3114,33.2325,33.4561
1790,Nabisco,65 to 74 years,33.2851,33.4386,33.2763
1781,Nabisco,10 to 14 years,32.8246,33.8421,33.3333
1782,Nabisco,15 to 19 years,33.3947,34.0263,32.5789
3397,Naked,35 to 44 years,33.2325,33.1974,33.5702
3393,Naked,10 to 14 years,33.0965,33.3553,33.5482
3405,Naked,Under 5 years,33.3553,33.2719,33.3728
3396,Naked,25 to 34 years,33.1491,33.3202,33.5307
3394,Naked,15 to 19 years,33.4737,33.0833,33.443
3398,Naked,45 to 54 years,33.2675,33.3596,33.3728
3395,Naked,20 to 24 years,33.3158,33.3377,33.3465
3400,Naked,55 to 59 years,33.9605,33.1623,32.8772
3401,Naked,60 to 64 years,33.5921,32.9079,33.5
3402,Naked,65 to 74 years,33.2456,32.7149,34.0395
3403,Naked,75 to 84 years,33.3377,33.2982,33.364
3404,Naked,85 years and over,33.3947,33.5044,33.1009
3399,Naked,5 to 9 years,33.4781,33.5789,32.943
5920,Natural Balance,45 to 54 years,33.0044,33.8991,33.0965
5919,Natural Balance,35 to 44 years,33.4254,33.5088,33.0658
